"","description","NUTS_ID","area_total","LEVL_CODE","CNTR_CODE","NAME_LATN","NUTS_NAME","MOUNT_TYPE","URBN_TYPE","COAST_TYPE","FID","area_size_total"
"1","Bare rock","DE215",40176173.926408,3,"DE","Berchtesgadener Land","Berchtesgadener Land",3,2,3,"DE215",839007695.993632
"2","Bare rock","DE216",1062433.85125,3,"DE","Bad Tölz-Wolfratshausen","Bad Tölz-Wolfratshausen",2,2,3,"DE216",1111738386.38701
"3","Bare rock","DE219",92632.9025,3,"DE","Eichstätt","Eichstätt",4,2,3,"DE219",1214987684.53575
"4","Bare rock","DE21D",36103488.41332,3,"DE","Garmisch-Partenkirchen","Garmisch-Partenkirchen",3,2,3,"DE21D",1011621466.20587
"5","Bare rock","DE21F",942881.7303,3,"DE","Miesbach","Miesbach",3,2,3,"DE21F",867878819.720599
"6","Bare rock","DE21K",174493.99625,3,"DE","Rosenheim, Landkreis","Rosenheim, Landkreis",4,2,3,"DE21K",1441126051.81986
"7","Bare rock","DE21M",669087.4775,3,"DE","Traunstein","Traunstein",4,3,3,"DE21M",1533304184.32057
"8","Bare rock","DE25C",154226.57065,3,"DE","Weißenburg-Gunzenhausen","Weißenburg-Gunzenhausen",4,3,3,"DE25C",969833051.721287
"9","Bare rock","DE27B",2534161.59245,3,"DE","Ostallgäu","Ostallgäu",4,2,3,"DE27B",1394403948.35445
"10","Bare rock","DE27E",14525880.3766094,3,"DE","Oberallgäu","Oberallgäu",3,2,3,"DE27E",1527525608.89952
"11","Bare rock","DE80L",85454.4409499,3,"DE","Vorpommern-Rügen","Vorpommern-Rügen",4,3,1,"DE80L",3166412329.30647
"12","Bare rock","DEA1A",125318.88465,3,"DE","Wuppertal, Kreisfreie Stadt","Wuppertal, Kreisfreie Stadt",4,1,3,"DEA1A",168089663.213308
"13","Bare rock","DEA57",163876.76625,3,"DE","Hochsauerlandkreis","Hochsauerlandkreis",2,2,3,"DEA57",1959262942.01602
"14","Bare rock","DEB14",110140.05,3,"DE","Bad Kreuznach","Bad Kreuznach",4,2,3,"DEB14",863637968.960448
"15","Bare rock","DED2C",59376.70875,3,"DE","Bautzen","Bautzen",4,3,3,"DED2C",2394324005.69914
"16","Bare rock","DED2F",425596.1435,3,"DE","Sächsische Schweiz-Osterzgebirge","Sächsische Schweiz-Osterzgebirge",4,1,3,"DED2F",1653087363.58717
"17","Bare rock","DEE09",158512.9475,3,"DE","Harz","Harz",4,2,3,"DEE09",2108238551.98025
"18","Bare rock","DEF0E",145750.09825,3,"DE","Steinburg","Steinburg",4,2,1,"DEF0E",1056208586.18438
"19","Beaches, dunes and sand plains","DE135",98983.195,3,"DE","Rottweil","Rottweil",4,3,3,"DE135",769776098.745494
