"","description","NUTS_ID","area_total","LEVL_CODE","CNTR_CODE","NAME_LATN","NUTS_NAME","MOUNT_TYPE","URBN_TYPE","COAST_TYPE","FID"
"46","Intertidal flats","DE60",405538707.26,2,"DE","Hamburg","Hamburg",0,NA,0,"DE60"
"47","Intertidal flats","DE93",440623355.23285,2,"DE","Lüneburg","Lüneburg",0,NA,0,"DE93"
"48","Intertidal flats","DE94",1119618975.3193,2,"DE","Weser-Ems","Weser-Ems",0,NA,0,"DE94"
"49","Intertidal flats","DEF0",1332200839.0182,2,"DE","Schleswig-Holstein","Schleswig-Holstein",0,NA,0,"DEF0"
"50","Peatbogs","DE11",60039.3937,2,"DE","Stuttgart","Stuttgart",0,NA,0,"DE11"
"51","Peatbogs","DE12",1061919.9225,2,"DE","Karlsruhe","Karlsruhe",0,NA,0,"DE12"
"52","Peatbogs","DE13",3923886.29905,2,"DE","Freiburg","Freiburg",0,NA,0,"DE13"
"53","Peatbogs","DE14",31077724.0834501,2,"DE","Tübingen","Tübingen",0,NA,0,"DE14"
"54","Peatbogs","DE21",141429738.56655,2,"DE","Oberbayern","Oberbayern",0,NA,0,"DE21"
"55","Peatbogs","DE22",1395527.3561,2,"DE","Niederbayern","Niederbayern",0,NA,0,"DE22"
"56","Peatbogs","DE23",2324107.21625,2,"DE","Oberpfalz","Oberpfalz",0,NA,0,"DE23"
"57","Peatbogs","DE25",497259.5957,2,"DE","Mittelfranken","Mittelfranken",0,NA,0,"DE25"
"58","Peatbogs","DE26",1569837.9055,2,"DE","Unterfranken","Unterfranken",0,NA,0,"DE26"
"59","Peatbogs","DE27",12728945.5926733,2,"DE","Schwaben","Schwaben",0,NA,0,"DE27"
"60","Peatbogs","DE30",195935.3925,2,"DE","Berlin","Berlin",0,NA,0,"DE30"
"61","Peatbogs","DE40",2959333.3413,2,"DE","Brandenburg","Brandenburg",0,NA,0,"DE40"
"62","Peatbogs","DE60",2696887.43425,2,"DE","Hamburg","Hamburg",0,NA,0,"DE60"
"63","Peatbogs","DE71",644264.51655,2,"DE","Darmstadt","Darmstadt",0,NA,0,"DE71"
"64","Peatbogs","DE72",531774.655,2,"DE","Gießen","Gießen",0,NA,0,"DE72"
"65","Peatbogs","DE73",257698.19425,2,"DE","Kassel","Kassel",0,NA,0,"DE73"
"66","Peatbogs","DE80",48492968.45895,2,"DE","Mecklenburg-Vorpommern","Mecklenburg-Vorpommern",0,NA,0,"DE80"
"67","Peatbogs","DE91",17566516.176,2,"DE","Braunschweig","Braunschweig",0,NA,0,"DE91"
"68","Peatbogs","DE92",133914211.10185,2,"DE","Hannover","Hannover",0,NA,0,"DE92"
"69","Peatbogs","DE93",97321408.9885994,2,"DE","Lüneburg","Lüneburg",0,NA,0,"DE93"
"70","Peatbogs","DE94",256840395.239678,2,"DE","Weser-Ems","Weser-Ems",0,NA,0,"DE94"
"71","Peatbogs","DEA1",334604.2717,2,"DE","Düsseldorf","Düsseldorf",0,NA,0,"DEA1"
"72","Peatbogs","DEA2",631457.69095,2,"DE","Köln","Köln",0,NA,0,"DEA2"
"73","Peatbogs","DEA3",3868126.886511,2,"DE","Münster","Münster",0,NA,0,"DEA3"
"74","Peatbogs","DEA4",7172752.87125,2,"DE","Detmold","Detmold",0,NA,0,"DEA4"
"75","Peatbogs","DEA5",283255.0458,2,"DE","Arnsberg","Arnsberg",0,NA,0,"DEA5"
"76","Peatbogs","DEB2",62499.23625,2,"DE","Trier","Trier",0,NA,0,"DEB2"
"77","Peatbogs","DEB3",52109.65405,2,"DE","Rheinhessen-Pfalz","Rheinhessen-Pfalz",0,NA,0,"DEB3"
"78","Peatbogs","DED4",105928.52625,2,"DE","Chemnitz","Chemnitz",0,NA,0,"DED4"
"79","Peatbogs","DED5",1794572.1628,2,"DE","Leipzig","Leipzig",0,NA,0,"DED5"
"80","Peatbogs","DEE0",118545.455,2,"DE","Sachsen-Anhalt","Sachsen-Anhalt",0,NA,0,"DEE0"
"81","Peatbogs","DEF0",84982622.90155,2,"DE","Schleswig-Holstein","Schleswig-Holstein",0,NA,0,"DEF0"
"82","Peatbogs","DEG0",1165095.1383,2,"DE","Thüringen","Thüringen",0,NA,0,"DEG0"
