1;1;1;3
1;2;1;1
1;3;1;2
1;4;1;2
2;1;1;2
2;2;1;2
2;3;1;2
2;4;1;2
3;1;1;4
3;2;1;4
3;4;1;3
4;1;1;3
4;2;1;3
4;3;1;3
4;4;1;4
5;1;1;1
5;2;1;1
5;3;1;3
5;4;1;4
6;1;1;2
6;2;1;1
6;4;1;2
7;1;1;1
7;2;1;4
7;3;1;3
7;4;1;3
8;1;1;3
8;2;1;3
8;4;1;3
9;1;1;2
9;2;1;2
9;3;1;3
9;4;1;3
10;1;1;3
10;2;1;3
10;3;1;2
10;4;1;2
11;1;1;1
11;2;1;1
11;3;1;4
11;4;1;3
13;1;1;4
13;3;1;3
13;4;1;3
14;1;1;3
14;2;1;1
14;3;1;1
14;4;1;3
16;1;1;1
16;2;1;2
16;3;1;1
16;4;1;3
17;1;1;3
17;2;1;2
17;3;1;3
17;4;1;4
18;1;1;1
18;2;1;1
18;3;1;2
18;4;1;4
19;1;1;1
19;2;1;3
19;3;1;1
20;1;1;3
20;4;1;3
21;2;1;1
21;3;1;3
22;1;1;1
22;2;1;2
22;3;1;2
22;4;1;3
23;1;1;2
23;2;1;1
23;3;1;4
23;4;1;4
24;2;1;1
25;1;1;3
25;2;1;1
25;3;1;1
25;4;1;1
26;1;1;2
26;2;1;2
26;3;1;4
26;4;1;4
27;1;1;2
27;2;1;3
27;3;1;2
27;4;1;2
28;2;1;3
29;1;1;3
29;4;1;1
30;1;1;2
30;2;1;2
30;3;1;2
30;4;1;3
32;1;1;4
32;2;1;4
32;3;1;3
33;1;1;4
33;2;1;4
33;3;1;4
33;4;1;3
34;1;1;1
34;2;1;4
34;3;1;1
34;4;1;4
35;1;1;1
35;2;1;3
35;3;1;3
36;1;1;2
36;2;1;4
36;3;1;2
36;4;1;2
37;1;1;4
37;2;1;1
37;3;1;4
37;4;1;1
38;1;1;3
38;4;1;3
39;1;1;2
39;2;1;2
39;3;1;1
39;4;1;2
40;1;1;3
41;1;1;4
41;2;1;2
41;3;1;2
41;4;1;3
42;1;1;4
42;2;1;3
42;3;1;4
42;4;1;2
43;1;1;1
43;2;1;2
43;3;1;2
43;4;1;2
44;1;1;2
44;2;1;2
44;3;1;3
44;4;1;2
45;1;1;2
45;2;1;2
45;3;1;2
45;4;1;4
46;1;1;4
46;2;1;2
46;3;1;2
46;4;1;2
47;1;1;3
47;2;1;4
47;4;1;4
48;1;1;4
48;3;1;3
48;4;1;3
49;1;1;1
49;2;1;4
49;3;1;4
49;4;1;1
50;1;1;1
50;2;1;4
50;4;1;3
51;1;1;2
51;2;1;2
51;3;1;2
51;4;1;3
52;1;1;2
52;2;1;2
52;3;1;2
52;4;1;4
53;1;1;3
53;2;1;4
53;3;1;4
53;4;1;3
54;1;1;4
54;2;1;4
54;3;1;2
54;4;1;4
55;2;1;2
55;3;1;3
55;4;1;2
56;1;1;4
56;2;1;2
56;3;1;2
56;4;1;2
57;1;1;4
57;2;1;1
57;3;1;2
57;4;1;2
58;1;1;3
58;2;1;3
58;3;1;1
58;4;1;1
59;1;1;3
59;2;1;4
60;1;1;1
60;2;1;3
61;1;1;4
61;2;1;1
61;3;1;1
61;4;1;1
62;1;1;2
62;2;1;2
62;3;1;2
62;4;1;3
63;1;1;1
63;2;1;2
63;3;1;1
63;4;1;3
64;1;1;3
64;2;1;2
64;3;1;2
64;4;1;3
66;1;1;2
66;2;1;2
66;3;1;2
66;4;1;2
67;1;1;2
67;2;1;2
67;3;1;3
67;4;1;3
68;1;1;2
68;2;1;1
68;3;1;2
68;4;1;1
70;2;1;3
71;1;1;2
71;2;1;2
71;3;1;2
71;4;1;3
72;1;1;2
72;2;1;2
72;3;1;3
72;4;1;4
73;1;1;2
73;2;1;2
73;3;1;2
73;4;1;2
74;1;1;2
74;2;1;2
74;3;1;3
74;4;1;1
75;1;1;3
75;2;1;4
75;3;1;3
75;4;1;1
76;1;1;1
76;2;1;2
76;3;1;1
76;4;1;2
77;1;1;1
77;2;1;1
77;3;1;4
78;1;1;3
78;2;1;2
78;4;1;4
79;1;1;1
79;2;1;1
79;3;1;1
79;4;1;4
80;3;1;3
81;1;1;1
81;2;1;1
81;3;1;1
81;4;1;2
82;1;1;3
82;2;1;3
83;1;1;3
83;2;1;2
83;3;1;3
83;4;1;4
84;1;1;2
84;2;1;2
84;3;1;2
84;4;1;4
89;1;1;3
89;2;1;3
89;4;1;3
90;1;1;2
90;2;1;4
90;3;1;1
90;4;1;1
91;1;1;4
91;2;1;3
91;3;1;3
91;4;1;2
92;1;1;4
92;2;1;1
92;3;1;3
92;4;1;4
93;1;1;2
93;2;1;2
93;3;1;2
93;4;1;2
94;1;1;2
94;2;1;2
94;3;1;4
94;4;1;2
95;1;1;1
95;2;1;2
95;3;1;4
95;4;1;1
96;1;1;1
96;2;1;2
96;3;1;1
96;4;1;2
97;1;1;3
97;2;1;1
97;3;1;3
97;4;1;1
98;1;1;2
98;4;1;2
99;1;1;2
99;2;1;1
99;3;1;3
99;4;1;3
100;1;1;3
100;2;1;3
100;4;1;3
101;1;1;1
101;2;1;2
101;3;1;2
101;4;1;2
102;2;1;3
102;3;1;2
102;4;1;2
103;1;1;2
103;2;1;4
103;3;1;3
103;4;1;3
104;1;1;2
104;2;1;2
105;1;1;2
105;2;1;2
105;3;1;3
105;4;1;1
106;1;1;2
106;2;1;1
106;3;1;1
106;4;1;2
107;1;1;2
107;2;1;2
107;3;1;2
109;1;1;4
109;2;1;2
109;3;1;2
109;4;1;2
111;3;1;4
111;4;1;3
112;1;1;2
112;2;1;2
112;3;1;2
112;4;1;2
113;1;1;1
113;2;1;2
113;3;1;2
113;4;1;4
114;1;1;2
114;2;1;2
114;3;1;2
114;4;1;2
115;1;1;4
115;2;1;2
115;3;1;1
115;4;1;2
116;1;1;2
116;2;1;2
116;3;1;4
116;4;1;2
117;1;1;3
117;2;1;2
117;4;1;2
118;1;1;1
118;2;1;4
118;3;1;3
118;4;1;2
119;1;1;4
119;2;1;2
119;3;1;3
119;4;1;1
120;1;1;2
120;4;1;3
121;1;1;1
121;3;1;1
121;4;1;4
122;1;1;2
122;2;1;2
122;3;1;2
122;4;1;1
123;1;1;1
123;2;1;2
123;3;1;1
123;4;1;1
124;1;1;1
124;2;1;2
124;3;1;2
124;4;1;1
126;1;1;1
126;2;1;2
126;3;1;1
126;4;1;3
128;1;1;3
128;2;1;3
128;4;1;3
129;1;1;4
129;2;1;1
129;3;1;1
129;4;1;3
130;1;1;3
130;2;1;2
130;3;1;2
130;4;1;2
131;1;1;2
131;2;1;2
131;3;1;1
131;4;1;1
132;1;1;2
132;2;1;2
132;3;1;1
132;4;1;4
133;1;1;2
133;3;1;1
133;4;1;2
134;2;1;2
134;4;1;3
135;2;1;3
136;1;1;2
136;3;1;3
136;4;1;3
137;1;1;3
137;2;1;2
137;3;1;3
137;4;1;2
139;1;1;1
139;2;1;2
139;4;1;4
140;1;1;1
140;2;1;4
140;4;1;1
142;2;1;2
142;3;1;3
