142;4;1;1
143;1;1;3
143;2;1;3
143;4;1;2
144;3;1;3
144;4;1;1
145;2;1;1
146;1;1;3
146;2;1;3
146;4;1;3
147;1;1;2
147;2;1;2
147;4;1;3
148;1;1;2
148;2;1;1
148;3;1;3
148;4;1;2
149;1;1;2
149;2;1;1
149;3;1;1
149;4;1;4
150;1;1;4
150;2;1;2
150;3;1;2
150;4;1;3
151;1;1;2
151;2;1;2
151;3;1;2
151;4;1;3
152;1;1;2
152;2;1;2
152;3;1;4
152;4;1;3
153;1;1;2
153;2;1;2
153;3;1;2
153;4;1;4
154;1;1;2
154;2;1;2
154;3;1;2
154;4;1;2
155;1;1;1
155;2;1;1
155;3;1;4
155;4;1;2
156;1;1;3
156;3;1;1
157;2;1;3
157;3;1;3
158;1;1;2
158;2;1;1
158;3;1;2
158;4;1;4
159;1;1;2
159;2;1;2
159;3;1;2
159;4;1;4
160;1;1;2
160;3;1;4
160;4;1;3
161;1;1;4
161;2;1;2
161;3;1;2
161;4;1;2
162;1;1;4
162;2;1;2
162;3;1;1
162;4;1;4
163;1;1;4
163;2;1;1
163;3;1;2
163;4;1;4
164;3;1;3
165;1;1;2
165;4;1;2
166;1;1;3
166;2;1;1
166;3;1;3
166;4;1;4
167;1;1;1
167;2;1;2
167;3;1;2
167;4;1;1
168;1;1;2
168;2;1;2
168;3;1;1
168;4;1;2
169;1;1;2
169;2;1;2
169;3;1;2
169;4;1;3
170;1;1;3
170;2;1;2
170;3;1;3
170;4;1;2
171;1;1;2
171;2;1;2
171;3;1;1
171;4;1;2
172;1;1;2
172;2;1;2
172;3;1;2
172;4;1;2
173;1;1;2
173;2;1;2
173;3;1;2
174;1;1;2
174;2;1;2
174;3;1;4
174;4;1;2
175;2;1;2
175;3;1;1
175;4;1;3
176;1;1;2
176;2;1;1
176;3;1;2
176;4;1;4
177;1;1;1
177;3;1;2
177;4;1;2
178;1;1;4
178;2;1;2
179;1;1;2
179;2;1;2
179;3;1;3
179;4;1;3
180;1;1;2
180;4;1;3
182;1;1;3
182;2;1;1
182;3;1;2
182;4;1;1
183;1;1;3
183;2;1;1
184;1;1;2
184;2;1;2
184;3;1;2
184;4;1;3
185;1;1;3
185;2;1;2
185;3;1;4
185;4;1;4
186;1;1;2
186;2;1;3
186;3;1;3
186;4;1;3
187;1;1;1
187;2;1;2
187;3;1;2
187;4;1;4
188;1;1;2
188;2;1;2
188;3;1;2
188;4;1;1
189;2;1;1
189;4;1;4
191;1;1;1
191;2;1;1
191;4;1;1
192;1;1;4
192;2;1;3
192;3;1;4
192;4;1;3
193;1;1;4
193;2;1;3
193;3;1;2
193;4;1;3
195;2;1;4
196;1;1;4
196;2;1;2
196;3;1;4
196;4;1;1
197;1;1;2
197;2;1;2
197;3;1;2
197;4;1;3
198;1;1;2
198;2;1;3
198;3;1;1
198;4;1;2
199;2;1;3
200;1;1;3
200;2;1;1
200;4;1;3
201;1;1;2
201;2;1;2
201;3;1;2
201;4;1;2
202;1;1;1
202;2;1;2
202;4;1;2
203;1;1;1
203;2;1;2
203;3;1;3
203;4;1;4
204;1;1;1
204;2;1;1
204;3;1;2
204;4;1;3
205;1;1;1
205;2;1;1
205;3;1;4
205;4;1;3
206;3;1;3
207;1;1;3
207;2;1;2
207;3;1;2
207;4;1;4
208;2;1;1
208;4;1;3
209;1;1;1
209;2;1;3
210;1;1;3
210;2;1;2
210;4;1;3
211;1;1;3
211;2;1;2
211;3;1;2
211;4;1;4
212;1;1;1
212;2;1;2
212;3;1;2
212;4;1;1
213;1;1;2
213;2;1;2
213;3;1;1
213;4;1;1
214;1;1;2
214;2;1;2
214;3;1;1
214;4;1;2
215;1;1;3
215;2;1;3
215;4;1;3
216;1;1;1
216;2;1;2
216;3;1;3
216;4;1;2
217;1;1;3
218;1;1;2
218;2;1;1
218;3;1;1
218;4;1;2
219;1;1;2
219;2;1;2
219;3;1;2
219;4;1;4
220;1;1;1
220;2;1;1
222;1;1;2
222;2;1;2
222;3;1;3
222;4;1;4
223;1;1;4
223;2;1;2
223;4;1;2
224;1;1;1
224;2;1;2
224;3;1;2
224;4;1;4
225;1;1;3
225;2;1;4
225;3;1;3
225;4;1;2
226;1;1;1
226;2;1;2
226;3;1;2
226;4;1;1
227;2;1;3
228;1;1;3
228;2;1;3
228;3;1;2
228;4;1;2
229;1;1;2
229;2;1;2
229;3;1;2
229;4;1;2
230;1;1;1
230;2;1;2
230;3;1;2
230;4;1;1
231;1;1;3
231;3;1;3
232;1;1;2
232;3;1;2
232;4;1;4
233;1;1;1
233;2;1;3
233;3;1;2
233;4;1;2
234;1;1;1
234;2;1;2
234;3;1;2
234;4;1;2
235;1;1;1
235;2;1;1
235;3;1;2
235;4;1;2
236;1;1;1
236;2;1;1
236;3;1;2
236;4;1;2
237;1;1;1
237;3;1;1
237;4;1;4
238;1;1;1
238;4;1;1
239;1;1;1
239;3;1;3
239;4;1;4
240;1;1;1
240;2;1;1
240;3;1;2
240;4;1;3
241;1;1;3
241;2;1;4
241;3;1;1
241;4;1;1
242;1;1;1
242;2;1;4
242;3;1;3
244;1;1;1
244;2;1;3
244;3;1;2
244;4;1;2
245;1;1;2
245;2;1;2
245;3;1;2
245;4;1;2
246;1;1;2
246;2;1;2
246;3;1;2
246;4;1;4
247;2;1;4
247;3;1;4
248;1;1;4
248;2;1;2
249;1;1;4
249;3;1;2
249;4;1;2
250;1;1;2
250;2;1;1
250;3;1;1
250;4;1;1
251;1;1;3
251;2;1;2
251;3;1;1
251;4;1;3
252;1;1;4
252;2;1;3
252;3;1;2
252;4;1;1
254;1;1;2
254;3;1;2
254;4;1;4
255;4;1;4
256;3;1;3
257;1;1;1
257;2;1;3
257;3;1;1
257;4;1;2
258;1;1;2
258;2;1;2
258;3;1;1
258;4;1;4
259;1;1;1
259;2;1;2
259;3;1;1
259;4;1;1
260;1;1;4
260;2;1;2
260;3;1;2
260;4;1;2
261;1;1;2
261;2;1;2
261;3;1;1
261;4;1;2
262;2;1;3
262;4;1;4
263;1;1;1
263;2;1;1
263;3;1;1
264;1;1;2
264;2;1;1
264;3;1;2
264;4;1;2
265;1;1;4
266;1;1;3
267;1;1;3
267;2;1;3
267;3;1;2
267;4;1;3
268;1;1;2
268;2;1;2
268;3;1;2
268;4;1;2
269;1;1;2
269;2;1;4
269;3;1;2
269;4;1;2
270;1;1;2
270;2;1;2
270;3;1;2
270;4;1;3
271;1;1;2
271;2;1;2
271;3;1;2
271;4;1;2
272;1;1;1
272;4;1;1
273;1;1;2
273;2;1;1
273;4;1;4
274;1;1;4
274;2;1;1
274;3;1;3
274;4;1;2
276;1;1;1
276;2;1;4
276;3;1;1
276;4;1;1
277;1;1;3
277;2;1;2
277;3;1;3
277;4;1;3
278;2;1;3
278;3;1;3
279;2;1;3
279;3;1;3
280;1;1;1
280;2;1;4
280;3;1;3
280;4;1;4
281;1;1;1
281;2;1;1
281;3;1;1
281;4;1;4
282;3;1;3
282;4;1;4
283;1;1;2
283;2;1;2
283;3;1;2
283;4;1;1
285;1;1;1
285;2;1;2
285;3;1;2
285;4;1;2
286;1;1;2
286;2;1;3
286;3;1;3
286;4;1;2
287;1;1;1
287;2;1;1
287;3;1;3
287;4;1;2
288;1;1;1
288;2;1;2
288;3;1;3
288;4;1;1
289;1;1;2
289;2;1;1
289;3;1;2
290;1;1;4
290;2;1;1
290;3;1;4
290;4;1;3
291;1;1;2
291;2;1;2
291;3;1;2
291;4;1;2
292;1;1;1
292;2;1;2
292;3;1;3
292;4;1;3
293;1;1;1
293;2;1;3
293;3;1;2
293;4;1;2
294;1;1;3
294;2;1;3
295;2;1;3
296;1;1;2
296;2;1;2
296;3;1;2
297;1;1;2
297;2;1;2
297;3;1;2
297;4;1;2
298;1;1;3
298;2;1;2
298;3;1;2
298;4;1;4
299;1;1;4
299;3;1;2
299;4;1;4
300;1;1;2
300;2;1;2
300;3;1;2
300;4;1;2
301;1;1;2
301;3;1;3
301;4;1;2
302;1;1;2
302;2;1;2
302;3;1;2
302;4;1;3
303;1;1;2
303;2;1;3
303;3;1;2
303;4;1;3
304;1;1;3
304;2;1;4
304;3;1;2
304;4;1;2
305;1;1;3
305;2;1;2
305;4;1;4
306;1;1;1
306;2;1;4
306;3;1;3
306;4;1;2
307;1;1;2
307;2;1;2
307;3;1;2
307;4;1;2
308;1;1;1
308;3;1;3
309;1;1;3
310;1;1;3
311;1;1;2
311;2;1;2
311;3;1;3
311;4;1;3
312;1;1;3
312;2;1;2
312;3;1;4
312;4;1;2
313;1;1;2
313;4;1;3
314;1;1;4
314;2;1;2
314;3;1;3
314;4;1;3
315;1;1;2
315;2;1;4
315;3;1;2
315;4;1;4
316;1;1;3
317;1;1;1
317;2;1;2
317;3;1;2
317;4;1;2
318;1;1;1
318;4;1;1
319;1;1;2
319;2;1;2
319;3;1;2
319;4;1;4
320;2;1;3
320;4;1;3
321;1;1;2
321;2;1;2
321;3;1;1
321;4;1;3
322;3;1;3
323;1;1;1
323;3;1;2
323;4;1;3
324;1;1;4
324;2;1;2
324;3;1;2
324;4;1;2
325;1;1;2
325;2;1;2
325;3;1;4
326;3;1;2
326;4;1;3
327;1;1;2
327;2;1;2
327;3;1;2
327;4;1;2
328;3;1;1
328;4;1;1
329;1;1;3
330;1;1;2
330;2;1;3
330;3;1;2
330;4;1;2
331;1;1;3
331;2;1;2
332;1;1;2
332;2;1;2
332;3;1;1
332;4;1;3
333;1;1;2
333;2;1;2
334;1;1;3
334;2;1;2
335;1;1;2
338;2;1;2
339;1;1;1
339;2;1;4
339;4;1;3
340;1;1;3
340;2;1;2
340;3;1;3
340;4;1;3
341;1;1;2
341;2;1;1
341;3;1;3
342;1;1;1
342;2;1;1
342;3;1;4
342;4;1;4
343;1;1;4
343;2;1;2
343;3;1;2
343;4;1;2
344;1;1;2
344;2;1;3
344;3;1;2
344;4;1;3
346;1;1;1
346;2;1;2
346;3;1;2
346;4;1;4
347;1;1;4
347;3;1;1
348;1;1;4
348;2;1;1
348;3;1;1
348;4;1;1
349;1;1;3
349;2;1;2
349;3;1;1
349;4;1;2
350;1;1;1
350;2;1;1
350;3;1;1
350;4;1;2
351;1;1;2
351;2;1;3
351;3;1;3
351;4;1;2
352;1;1;4
352;2;1;2
352;3;1;2
352;4;1;4
353;1;1;4
353;2;1;2
353;3;1;3
353;4;1;3
354;3;1;1
355;1;1;4
355;2;1;3
355;4;1;1
358;1;1;2
359;1;1;1
359;2;1;2
359;3;1;1
359;4;1;2
360;1;1;3
360;2;1;2
360;3;1;2
360;4;1;3
361;1;1;4
361;2;1;4
361;3;1;1
361;4;1;1
362;1;1;2
362;2;1;3
362;3;1;3
362;4;1;1
365;1;1;1
365;2;1;2
365;3;1;2
365;4;1;1
367;4;1;1
368;1;1;2
368;2;1;2
368;3;1;2
368;4;1;2
369;1;1;1
369;2;1;4
369;3;1;2
369;4;1;1
370;1;1;4
370;2;1;2
370;3;1;2
370;4;1;2
371;1;1;4
371;2;1;2
371;3;1;2
371;4;1;2
372;1;1;2
372;2;1;1
372;3;1;2
372;4;1;1
373;1;1;4
373;2;1;1
373;3;1;2
373;4;1;2
374;1;1;2
374;2;1;3
374;3;1;2
374;4;1;2
375;1;1;3
375;4;1;4
376;1;1;3
376;2;1;2
376;3;1;1
376;4;1;1
377;1;1;4
377;2;1;2
377;3;1;2
377;4;1;2
378;1;1;1
379;1;1;1
379;2;1;2
379;3;1;3
379;4;1;2
380;1;1;1
380;2;1;1
380;3;1;2
380;4;1;4
381;1;1;3
381;2;1;3
381;3;1;4
381;4;1;2
382;1;1;4
382;2;1;2
383;1;1;4
383;2;1;1
384;1;1;2
384;2;1;1
384;3;1;2
384;4;1;2
385;1;1;2
385;2;1;4
385;3;1;1
385;4;1;4
386;1;1;2
386;2;1;2
386;3;1;2
386;4;1;4
387;1;1;4
387;2;1;2
387;3;1;2
387;4;1;2
388;1;1;2
388;2;1;2
388;3;1;1
388;4;1;2
389;1;1;1
389;2;1;2
389;3;1;1
389;4;1;2
390;2;1;3
391;1;1;4
391;2;1;4
391;4;1;4
392;1;1;4
392;2;1;1
392;3;1;1
392;4;1;2
393;1;1;3
393;2;1;1
394;1;1;4
394;2;1;4
394;3;1;3
394;4;1;2
395;1;1;2
395;2;1;2
395;3;1;3
395;4;1;3
396;1;1;2
396;2;1;2
396;3;1;1
396;4;1;4
397;2;1;3
398;1;1;2
398;2;1;2
398;3;1;2
398;4;1;4
399;1;1;3
399;2;1;3
399;4;1;3
400;1;1;2
400;2;1;4
400;3;1;1
401;1;1;4
401;3;1;2
